name,id,popularity,duration_ms,album,album_id,artist,artist_id,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
Mirrors,4rHZZAmHpZrA3iH5zx8frV,78,484146,The 20/20 Experience (Deluxe Version),0O82niJ0NpcptYRxogeEZu,Justin Timberlake,31TPClRtHm23RisEBtV3X7,0.0503,0.512,0,0.0946,5,0.574,-6.664,0.234,0.0,0.512,76.899
SexyBack (feat. Timbaland),0O45fw2L5vsWpdsOdXwNAR,76,242733,FutureSex/LoveSounds,2scB1uhcCI1TSf6b9TCZK3,Justin Timberlake,31TPClRtHm23RisEBtV3X7,0.0789,0.964,0,0.0519,7,0.967,-5.562,0.0584,0.0,0.583,117.0
What Goes Around.../...Comes Around (Interlude),3pD0f7hSJg2XdQ6udw5Tey,70,448573,FutureSex/LoveSounds,2scB1uhcCI1TSf6b9TCZK3,Justin Timberlake,31TPClRtHm23RisEBtV3X7,0.0709,0.432,1,0.573,7,0.687,-4.751,0.122,0.00102,0.723,76.0
My Love,13X42np3KJr0o2LkK1MG76,13,276160,FutureSex/LoveSounds,51lCQxAHpJHuqvvK0z12zp,Justin Timberlake,31TPClRtHm23RisEBtV3X7,0.223,0.804,0,0.546,4,0.771,-6.018,0.285,4.49e-06,0.676,119.997
Suit & Tie,6vt0I1cw1YmAIKDJvHVIM5,68,326280,The 20/20 Experience (Deluxe Version),0O82niJ0NpcptYRxogeEZu,Justin Timberlake,31TPClRtHm23RisEBtV3X7,0.219,0.357,0,0.164,11,0.795,-3.799,0.103,0.0,0.596,101.985
Boom Boom Pow,3oDFtOhcN08qeDPAK6MEQG,69,251440,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],1dgbFU08pXJXZhGPlybdMX,The Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,0.0663,0.402,1,0.13,9,0.867,-5.892,0.13,0.00171,0.857,130.048
Just Can’t Get Enough,6HePVKyIeL20JWLVthsU9c,6,219426,The Beginning,5zwp1Sa7v6Mjp9CNZLZ7RO,The Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,0.323,0.246,0,0.0804,0,0.482,-8.646,0.185,0.0,0.661,94.001
Meet Me Halfway,2T4u39au5RJzsulMUpRuVr,9,284373,THE E.N.D. (THE ENERGY NEVER DIES) [International Version],5lNzygOpCmzRx4N301icBB,The Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,0.0735,0.4,0,0.324,11,0.798,-6.857,0.00474,2.17e-05,0.629,130.0
Pump It,7KIbDUwumrpG5f30kEYW1v,13,213066,Monkey Business,6Gdt5ogiuJ9knp8Q5148ea,The Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,0.181,0.744,0,0.752,1,0.648,-3.15,0.00937,0.0,0.931,153.649
Hello,0ENSn4fwAbCGeFGVUbXEU3,64,295493,Hello,1Eo1pg2D4beFgf3HFTJTMc,Adele,4dpARuHxo51G3z768sgnrY,0.0347,0.289,0,0.0872,5,0.481,-6.095,0.336,0.0,0.451,157.966
Incomplete,6Kh4FkETk9i3EUVTerZEuY,9,239586,Never Gone,5YjqBVOE62evo9FNfonMgj,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,0.033,0.157,1,0.078,4,0.446,-4.895,0.192,0.0,0.604,133.726
Sorry,69bp2EbF7Q2rqc5N3ylezZ,22,200786,Purpose (Deluxe),7fZH0aUAjY3ay25obOUf2a,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,0.045,0.41,0,0.299,0,0.654,-3.669,0.0797,0.0,0.76,99.945
Home To Mama,4HZujMI13c3T4oaYyqyjcE,2,203266,Home To Mama,3dW0fNYAWknQ0xpkzwmreZ,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,0.0683,0.492,1,0.118,2,0.716,-11.119,0.949,0.000147,0.302,90.004
Cleanin' Out My Closet,7wFmQutRb7XUDo2mlftXa2,4,298960,Curtain Call (Deluxe),71xFWYFtiHC8eP99QB30AA,Eminem,7dGJo4pcD2V6oG8kP0tJRR,0.189,0.871,0,0.12,9,0.905,-4.798,0.0772,0.0,0.767,147.983
When I'm Gone,2ye824NM1m7Nc2UPXtwZjL,13,281133,Curtain Call (Deluxe),71xFWYFtiHC8eP99QB30AA,Eminem,7dGJo4pcD2V6oG8kP0tJRR,0.363,0.765,0,0.258,10,0.515,-5.507,0.0493,0.0,0.74,75.922
"Lose Yourself - From ""8 Mile"" Soundtrack",7w9bgPAmPTtrkt2v16QWvQ,22,326466,Curtain Call (Deluxe),71xFWYFtiHC8eP99QB30AA,Eminem,7dGJo4pcD2V6oG8kP0tJRR,0.255,0.0591,1,0.361,2,0.701,-4.554,0.00971,0.00115,0.728,171.388
Kings Never Die,33aHjpcpGYdPC0huGsieuL,3,296132,Southpaw (Music From And Inspired By The Motion Picture),5pqnv0aiizL6F4mmVkniKM,Eminem,7dGJo4pcD2V6oG8kP0tJRR,0.129,0.0593,0,0.204,4,0.771,-5.289,0.0275,0.0,0.896,112.505
'Till I Collapse,6yr8GiTHWvFfi4o6Q5ebdT,17,297893,The Eminem Show,1ftvBBcu7jYIvXyt3JWB8S,Eminem,7dGJo4pcD2V6oG8kP0tJRR,0.197,0.1,1,0.0784,1,0.551,-3.277,0.0748,0.0,0.851,171.411
The Monster,5U8hKxSaDXB8cVeLFQjvwx,17,250188,The Marshall Mathers LP2 (Deluxe),3qGeRY1wt4rrLIt1YuSwHR,Eminem,7dGJo4pcD2V6oG8kP0tJRR,0.0691,0.567,1,0.112,9,0.784,-3.679,0.0492,0.0,0.85,110.004
Rap God,6sDQ4uiWw9OdVrCXFLSlZt,13,363521,The Marshall Mathers LP2 (Deluxe),3qGeRY1wt4rrLIt1YuSwHR,Eminem,7dGJo4pcD2V6oG8kP0tJRR,0.313,0.607,1,0.809,7,0.712,-2.679,0.403,0.0,0.838,148.138
In Da Club,7iL6o9tox1zgHpKUfh9vuC,77,193466,Get Rich Or Die Tryin',5G5rgQHzdQnw32SI0WjIo5,50 Cent,3q7HBObVc0L8jNeTe5Gofh,0.366,0.777,0,0.0708,6,0.899,-2.752,0.255,0.0,0.713,90.051
Candy Shop,0h5m65o5KnMFB4Gq47mbKt,8,208143,The Massacre (Ecopac Reissue Explicit),6djlUHJRvmKU4TpgOAhmRA,50 Cent,3q7HBObVc0L8jNeTe5Gofh,0.474,0.731,1,0.387,11,0.619,-8.002,0.0214,3.37e-05,0.578,123.719
21 Questions,70FCugJxa7XW04Np6iYJdI,69,224440,Get Rich Or Die Tryin',5G5rgQHzdQnw32SI0WjIo5,50 Cent,3q7HBObVc0L8jNeTe5Gofh,0.299,0.895,0,0.0427,6,0.646,-3.846,0.349,9.37e-05,0.813,92.729
Many Men (Wish Death),5STdMlrBf6pqWiNE7WqxSi,65,256240,Get Rich Or Die Tryin',5G5rgQHzdQnw32SI0WjIo5,50 Cent,3q7HBObVc0L8jNeTe5Gofh,0.384,0.386,1,0.14,11,0.589,-2.938,0.0143,0.00151,0.827,161.978
You Don't Know,0nKZeSrqH9u31NLoTUsYBR,63,257906,Eminem Presents The Re-Up,2bBDybnvM234YGjNVcMQaK,Eminem,7dGJo4pcD2V6oG8kP0tJRR,0.133,0.747,0,0.0957,10,0.767,-1.847,0.0116,0.0,0.864,85.475
Ayo Technology,6A6am7JK6SNzIKOGlU53sw,8,247946,Curtis,4BSvr6wzkjv5t76Sw067hI,50 Cent,3q7HBObVc0L8jNeTe5Gofh,0.132,0.418,0,0.034,8,0.63,-5.44,0.0828,0.0,0.782,140.144
See You Again (feat. Charlie Puth),7wqSzGeodspE3V6RBD5W8L,19,229525,See You Again (feat. Charlie Puth),02tTjKlh9iQ5jlWYPbKLJZ,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,0.0815,0.283,1,0.0649,10,0.689,-7.503,0.369,1.03e-06,0.481,80.025
"Young, Wild & Free (feat. Bruno Mars)",5HQVUIKwCEXpe7JIHyY734,79,207333,"Young, Wild & Free (feat. Bruno Mars)",11Bkx3E99vf0IlYPND61LJ,Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,0.137,0.531,1,0.115,0,0.715,-6.425,0.0525,0.0,0.655,95.078
We Dem Boyz,1ULa3GfdMKs0MfRpm6xVlu,69,224933,Blacc Hollywood (Deluxe),2pl9PVgr8QFKRGY0HY69GI,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,0.054,0.52,1,0.321,8,0.717,-4.736,0.00689,0.0,0.862,130.021
Black and Yellow,5A6OHHy73AR5tLxgTc98zz,75,217666,Rolling Papers,6ZOXiVL8rmk2ATHJiFJhiD,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,0.0675,0.538,0,0.271,2,0.684,-4.524,0.0646,0.0,0.834,164.02
Ass Drop,39qglQ8yU7fI8tJVLrQuh2,46,166706,Blacc Hollywood,3acL9JxWhzxaOx0Et6hIt0,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,0.0986,0.302,0,0.0412,10,0.816,-4.536,0.0136,1.2e-05,0.578,177.959
So High (feat. Ghost Loft),0odHj0qIf86vHBsXB30IkZ,70,249287,Blacc Hollywood (Deluxe),2pl9PVgr8QFKRGY0HY69GI,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,0.0485,0.3,0,0.102,6,0.628,-4.829,0.118,0.0,0.629,157.99
No Sleep,2kzRSiyignH8yzPTrWvyPo,67,191320,Rolling Papers,6ZOXiVL8rmk2ATHJiFJhiD,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,0.0623,0.769,1,0.443,9,0.653,-6.454,0.109,0.0,0.711,160.048
Promises,6TL5uq31JarmrpEGTNNyKG,63,210466,Blacc Hollywood (Deluxe),2pl9PVgr8QFKRGY0HY69GI,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,0.0536,0.259,0,0.274,1,0.565,-5.723,0.0265,0.0,0.585,140.8
Beautiful,4675yUu8AUbE72T94BkLCD,66,299146,The Best Of Snoop Dogg,0knL5fTAXqq9oq4Yeyibc8,Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,0.132,0.963,0,0.0881,11,0.893,-4.936,0.299,0.0,0.74,101.025
Hotline Bling,1UfBAJfmofTffrae5ls6DA,10,267023,Hotline Bling,2rTxwqA6v4lccbPKD31CQI,Drake,3TVXtAsR1Inumwj472S9r4,0.0549,0.579,1,0.0382,2,0.893,-7.857,0.00226,0.000315,0.639,134.963
"Hold On, We're Going Home",6jdOi5U5LBzQrc4c1VT983,73,227880,Nothing Was The Same (Deluxe),2ZUFSbIkmFkGag000RWOpA,Drake,3TVXtAsR1Inumwj472S9r4,0.0949,0.287,0,0.0718,6,0.773,-7.438,0.00357,2.17e-05,0.404,99.999
Know Yourself,2WzpOMkCaakq1T3luPCjLH,5,275840,If You're Reading This It's Too Late,2bfWH730j0HtAJrNcg1LuP,Drake,3TVXtAsR1Inumwj472S9r4,0.225,0.179,0,0.342,11,0.733,-8.687,0.196,0.0,0.412,114.413
Energy,39h7qYbmksGgxQzDH9X7Aq,7,181933,If You're Reading This It's Too Late,2bfWH730j0HtAJrNcg1LuP,Drake,3TVXtAsR1Inumwj472S9r4,0.478,0.553,1,0.534,11,0.748,-7.916,0.38,0.0,0.571,172.105
Legend,4aIZQ7kJLS1TgFw2pEj0RD,4,241853,If You're Reading This It's Too Late,2bfWH730j0HtAJrNcg1LuP,Drake,3TVXtAsR1Inumwj472S9r4,0.071,0.299,1,0.0776,1,0.712,-7.573,0.0269,0.0,0.563,100.093
Ride Out,59PL9AwYjIrIpP04n9gmMR,64,211908,Furious 7: Original Motion Picture Soundtrack,7hTMaPfK488vRcC1Ar4bOm,Kid Ink,6KZDXtSj0SzGOV705nNeh3,0.0952,0.536,0,0.502,5,0.696,-5.641,0.0469,0.0,0.801,93.003
This Could Be Us,76v0OHTbZGeOZYmaLtEDhQ,5,206306,SremmLife,4ZmCBqmAmzZaw6AKnlXqQI,Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,0.161,0.74,0,0.118,0,0.728,-5.07,0.281,0.0,0.694,143.078
No Type,6wb6zxkNTBtcYVkXcvNyJp,7,200080,SremmLife,4ZmCBqmAmzZaw6AKnlXqQI,Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,0.149,0.237,1,0.0925,6,0.885,-7.81,0.0138,3.18e-06,0.479,125.077
"Flex (Ooh, Ooh, Ooh)",2LLFl56eIFGFlnrplUC26f,63,176674,Summer Sampler,236GZxcyha7tPOExcuFFBK,Rich Homie Quan,5lHRUCqkQZCIWeX7xG4sYT,0.0434,0.885,1,0.342,2,0.728,-7.533,0.038,0.0,0.62,81.998
Mockingbird,17baAghWcrewNOcc9dCewx,15,251266,Curtain Call (Deluxe),71xFWYFtiHC8eP99QB30AA,Eminem,7dGJo4pcD2V6oG8kP0tJRR,0.276,0.228,0,0.13,4,0.621,-3.892,0.21,0.0,0.672,83.808
Bad Guy,6qQJLFpmM0bx5FKNr5pDfV,0,434077,The Marshall Mathers LP2,22bdIdviOSWmmYEhQxZ7jw,Eminem,7dGJo4pcD2V6oG8kP0tJRR,0.439,0.335,0,0.252,10,0.586,-3.618,0.065,0.0,0.795,79.911
Mirror,6MreoQf8oixWI2xRcw3Fv1,71,228093,Tha Carter IV (Deluxe),7oc6i8xUILaWwQ5BJMZS3c,Lil Wayne,55Aa2cqylxrFIXC767Z865,0.092,0.388,0,0.104,5,0.331,-7.291,0.858,0.0,0.622,64.468
Lollipop,5jnxxpX2834SB6LJ0S73Uz,61,299333,Tha Carter III,1Do3y8IAcbYOToYQJnGwSO,Lil Wayne,55Aa2cqylxrFIXC767Z865,0.083,0.448,1,0.137,0,0.829,-9.469,0.055,0.00423,0.428,148.077
Love Me,2XHzzp1j4IfTNp1FTn7YFg,62,255053,I Am Not A Human Being II (Deluxe),6Pqlfg42Sc3ElNuyt5NUiK,Lil Wayne,55Aa2cqylxrFIXC767Z865,0.0329,0.48,0,0.093,8,0.676,-6.433,0.0135,0.0,0.628,124.908
A Milli,3uqinR4FCjLv28bkrTdNX5,57,221840,Tha Carter III,1Do3y8IAcbYOToYQJnGwSO,Lil Wayne,55Aa2cqylxrFIXC767Z865,0.278,0.774,0,0.194,6,0.673,-8.636,0.0387,0.00206,0.695,151.468
Forever,31Q9ZTF9x81BDonlObCbvP,4,357706,Relapse: Refill,6fwBNnSZc84IyW1mE8ZLsA,Drake,3TVXtAsR1Inumwj472S9r4,0.342,0.54,0,0.182,5,0.457,-2.278,0.249,0.0,0.906,104.02
Relaxa,2UqT26tSlnZbFsu3IA9eSo,22,210461,Smoke Swag,5cfnU6doW9WixDDybIc9FO,Diego Thug,4XJyjyOJnsvtZEi5isgKSw,0.133,0.341,0,0.0692,0,0.752,-11.2,0.144,0.0,0.502,80.98
Bandida,4eFtC7737QFUhwDLlqlqA3,22,143204,Bandida,7MdzCRW3nevYoowDHpVKgE,Bonde da Stronda,0MC6c3SYpS1KdOuzLdEbpa,0.225,0.304,0,0.0848,4,0.745,-13.538,0.378,0.0,0.508,109.924
Let's Roll,2PYTy7G9JBdK4FXKycSUcF,45,234533,Radioactive (Deluxe Explicit Version),0l53NPQef4eLh7UDcG9gtJ,Yelawolf,68DWke2VjdDmA75aJX5C57,0.0318,0.231,0,0.0834,5,0.637,-5.989,0.000562,0.0,0.782,143.018
Points of Authority / 99 Problems / One Step Closer,65eohvrL4ttjA7EfFkQOhX,61,295826,Collision Course (Deluxe Version),5NH94cATqx5fjBE794xZLy,JAY Z,3nFkdlSjzX9mRTtwJOzDYB,0.151,0.51,0,0.0862,1,0.547,-4.079,0.00272,1.14e-05,0.951,95.031
Raplord,4OxrH4XmPoJXL7AOH41tRz,52,262905,Raplord,076WT8yITxzJtANRTxdqo2,Haikaiss,53iGNetIf91uZx4Jb54cgb,0.294,0.538,0,0.108,6,0.726,-6.952,0.0328,0.0,0.728,147.651
Scars,3To8Litlj8OXR4nZjkuKYx,6,208213,To Be Loved: The Best Of Papa Roach (Explicit Version),03n4EmWNweUARTWYtmlPqt,Papa Roach,4RddZ3iHvSpGV4dvATac9X,0.054,0.453,1,0.177,11,0.428,-3.852,0.0856,0.0,0.92,89.895
